model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 Fiesta,2018,Manual,13222,Petrol,145.0,65.7,1.0,10638
 Fiesta,2018,Manual,18515,Petrol,145.0,64.2,1.1,9407
 Focus,2019,Manual,6108,Petrol,145.0,49.6,1.0,16450
 Fiesta,2017,Manual,19353,Petrol,125.0,54.3,1.2,7999
 Focus,2018,Manual,18954,Petrol,145.0,61.4,1.0,10750
 Focus,2017,Manual,15640,Petrol,145.0,61.4,1.0,10950
 Focus,2017,Manual,14301,Petrol,145.0,61.4,1.0,10950
 Fiesta,2018,Manual,8949,Petrol,145.0,65.7,1.0,10708
 Fiesta,2018,Manual,21919,Petrol,145.0,65.7,1.0,10450
 Focus,2018,Manual,15442,Petrol,145.0,57.7,1.0,12950
 Kuga,2019,Manual,11048,Diesel,145.0,54.3,1.5,16950
 Fiesta,2014,Manual,24796,Petrol,0.0,65.7,1.0,6950
 Fiesta,2018,Manual,9976,Petrol,145.0,64.2,1.1,10750
 Kuga,2015,Manual,18146,Petrol,160.0,45.6,1.5,12950
 Mondeo,2017,Semi-Auto,30191,Diesel,125.0,58.9,2.0,12950
 Fiesta,2018,Manual,12458,Petrol,145.0,65.7,1.0,10950
 Fiesta,2015,Manual,39329,Petrol,125.0,54.3,1.2,5750
 Fiesta,2018,Manual,8319,Petrol,150.0,64.2,1.1,10750
 Fiesta,2014,Manual,40687,Petrol,0.0,65.7,1.0,5890
 Fiesta,2014,Manual,45018,Petrol,0.0,65.7,1.0,7170
 Kuga,2017,Automatic,7843,Petrol,235.0,38.2,1.5,14550
 Fiesta,2019,Manual,3087,Petrol,145.0,48.7,1.1,13140
 Fiesta,2019,Manual,3254,Petrol,145.0,48.7,1.1,13030
 Focus,2019,Manual,5920,Petrol,145.0,60.1,1.0,17790
 Kuga,2019,Manual,12174,Diesel,145.0,47.9,2.0,18000
 Fiesta,2019,Manual,5793,Petrol,145.0,58.9,1.0,15910
 Focus,2017,Automatic,25668,Petrol,125.0,51.4,1.0,9620
 Fiesta,2015,Manual,25233,Diesel,0.0,78.5,1.5,7791
 Fiesta,2018,Manual,6091,Petrol,145.0,65.7,1.0,11750
 Kuga,2016,Manual,27544,Diesel,125.0,60.1,2.0,11750
 Fiesta,2018,Manual,7761,Petrol,145.0,58.9,1.0,11950
 Focus,2018,Manual,10467,Petrol,145.0,57.7,1.0,13950
 Fiesta,2018,Manual,17090,Petrol,145.0,65.7,1.0,10950
 Focus,2018,Manual,12302,Petrol,145.0,61.4,1.0,11250
 Focus,2019,Manual,6283,Petrol,145.0,60.1,1.0,15950
 Kuga,2016,Manual,42573,Diesel,145.0,54.3,2.0,13250
 Focus,2017,Manual,9865,Petrol,145.0,60.1,1.0,12247
 Fiesta,2019,Manual,3969,Petrol,145.0,40.3,1.5,18450
 Focus,2017,Manual,20613,Petrol,145.0,60.1,1.0,9999
 Focus,2018,Manual,7166,Petrol,145.0,57.7,1.0,13617
 Kuga,2018,Manual,14943,Diesel,145.0,54.3,1.5,15450
 Kuga,2017,Manual,25267,Diesel,145.0,64.2,1.5,13461
 Fiesta,2017,Manual,18363,Diesel,145.0,78.5,1.5,10750
 Focus,2018,Manual,9633,Diesel,145.0,67.3,2.0,17450
 Focus,2018,Manual,19729,Petrol,145.0,57.7,1.0,13450
 Fiesta,2014,Manual,25495,Petrol,30.0,54.3,1.2,6999
 Focus,2016,Manual,16006,Petrol,20.0,60.1,1.0,11450
 Ka+,2018,Manual,10432,Petrol,145.0,57.7,1.2,8450
 Fiesta,2017,Manual,29414,Petrol,145.0,65.7,1.0,9491
 Fiesta,2017,Manual,14748,Petrol,125.0,54.3,1.2,7999
 Fiesta,2018,Manual,7282,Petrol,145.0,64.2,1.1,9950
 Focus,2019,Manual,4637,Petrol,145.0,60.1,1.0,15750
 Fiesta,2018,Manual,4997,Petrol,145.0,64.2,1.1,9999
 Fiesta,2018,Manual,15155,Petrol,145.0,64.2,1.1,9950
 Fiesta,2017,Manual,23448,Petrol,0.0,65.7,1.0,9660
 Focus,2019,Manual,4798,Petrol,145.0,49.6,1.0,15920
 EcoSport,2018,Manual,13399,Petrol,145.0,54.3,1.0,14090
 Focus,2018,Manual,5071,Petrol,145.0,41.5,2.0,19766
 Kuga,2017,Manual,16212,Diesel,145.0,64.2,1.5,14266
 Kuga,2018,Manual,17027,Diesel,145.0,54.3,1.5,16950
 Kuga,2017,Manual,24425,Diesel,145.0,64.2,1.5,13950
 Focus,2018,Manual,12967,Petrol,145.0,57.7,1.0,13157
 Kuga,2018,Manual,14888,Diesel,145.0,60.1,2.0,17750
 Fiesta,2017,Manual,12133,Petrol,145.0,65.7,1.0,8368
 Focus,2017,Manual,14436,Petrol,20.0,60.1,1.0,10750
 Fiesta,2018,Manual,7100,Petrol,145.0,65.7,1.0,10950
 Fiesta,2018,Manual,16498,Petrol,145.0,65.7,1.0,11450
 Kuga,2018,Manual,14671,Diesel,145.0,64.2,1.5,14450
 Kuga,2019,Automatic,4903,Diesel,145.0,42.2,2.0,22750
 Fiesta,2019,Manual,2957,Petrol,145.0,58.9,1.0,13491
 Fiesta,2018,Manual,12180,Petrol,145.0,65.7,1.0,10070
 Focus,2019,Manual,7885,Diesel,145.0,74.3,1.5,15490
 Kuga,2019,Manual,13532,Diesel,145.0,47.9,2.0,19590
 Fiesta,2015,Manual,17499,Diesel,0.0,78.5,1.5,7390
 Focus,2019,Automatic,11773,Diesel,145.0,74.3,1.5,15763
 Fiesta,2016,Manual,27695,Petrol,0.0,65.7,1.0,8221
 EcoSport,2019,Manual,4933,Petrol,150.0,51.4,1.0,15740
 EcoSport,2016,Manual,37775,Diesel,30.0,64.2,1.5,8430
 Kuga,2018,Manual,23393,Diesel,145.0,54.3,1.5,13500
 Tourneo Custom,2019,Manual,25587,Diesel,145.0,32.5,2.0,18995
 Fiesta,2013,Semi-Auto,30015,Petrol,145.0,47.9,1.6,7353
 Focus,2018,Manual,30699,Petrol,145.0,50.4,1.5,11999
 Focus,2018,Manual,27654,Diesel,145.0,80.7,1.5,15498
 Focus,2018,Manual,19359,Petrol,145.0,61.4,1.0,11698
 Kuga,2018,Automatic,14337,Petrol,145.0,38.2,1.5,17498
 Fiesta,2016,Manual,20970,Petrol,125.0,54.3,1.2,7495
 Fiesta,2018,Manual,22988,Petrol,145.0,56.5,1.0,10690
 Fiesta,2016,Manual,30104,Petrol,0.0,65.7,1.0,8650
 Kuga,2018,Manual,24943,Diesel,145.0,54.3,1.5,16950
 B-MAX,2016,Manual,23653,Diesel,20.0,70.6,1.6,8990
 Fiesta,2017,Manual,40176,Diesel,145.0,88.3,1.5,9998
 EcoSport,2017,Manual,8935,Petrol,165.0,44.8,1.5,10298
 Fiesta,2017,Manual,5215,Petrol,125.0,54.3,1.2,8498
 C-MAX,2017,Manual,24455,Petrol,150.0,55.4,1.0,10298
 Kuga,2018,Manual,25753,Diesel,150.0,54.3,1.5,16998
 Fiesta,2018,Manual,21328,Petrol,145.0,56.5,1.0,10495
 Fiesta,2018,Manual,23444,Petrol,145.0,56.5,1.0,10495
 Fiesta,2015,Manual,29164,Petrol,125.0,54.3,1.2,6197
 Fiesta,2015,Semi-Auto,20920,Petrol,150.0,47.9,1.6,8990
 Fiesta,2014,Manual,64406,Diesel,0.0,76.4,1.5,6995
 Kuga,2017,Manual,30685,Diesel,145.0,54.3,2.0,14147
 Fiesta,2019,Manual,15,Petrol,145.0,55.4,1.1,13995
 Fiesta,2016,Manual,18234,Petrol,20.0,62.8,1.0,9995
 Fiesta,2017,Manual,6002,Petrol,150.0,65.7,1.0,9995
 EcoSport,2017,Semi-Auto,9258,Petrol,160.0,44.8,1.5,11495
 S-MAX,2016,Semi-Auto,34606,Diesel,145.0,52.3,2.0,17995
 Focus,2019,Manual,10,Petrol,145.0,49.6,1.0,21995
 Focus,2019,Automatic,11689,Petrol,145.0,48.7,1.0,16495
 Fiesta,2015,Manual,9827,Petrol,0.0,65.7,1.0,8795
 B-MAX,2013,Manual,44190,Petrol,30.0,55.4,1.0,5795
 Focus,2019,Manual,10000,Diesel,145.0,74.3,1.5,16995
 EcoSport,2018,Manual,6918,Petrol,145.0,54.3,1.0,11995
 EcoSport,2017,Manual,12055,Petrol,125.0,53.3,1.0,9995
 Kuga,2018,Semi-Auto,28624,Diesel,145.0,58.9,1.5,16950
 Fiesta,2017,Manual,13450,Petrol,125.0,54.3,1.2,7672
 Fiesta,2017,Manual,33622,Petrol,125.0,54.3,1.2,7950
 Fiesta,2018,Manual,8131,Petrol,145.0,64.2,1.1,9671
 Focus,2018,Manual,8586,Petrol,145.0,60.1,1.0,12250
 Kuga,2018,Manual,12271,Diesel,145.0,64.2,1.5,15250
 Fiesta,2016,Manual,22484,Petrol,125.0,54.3,1.2,7999
 Focus,2017,Manual,18095,Petrol,145.0,60.1,1.0,11450
 Kuga,2019,Manual,5500,Petrol,145.0,35.3,1.5,20395
 Puma,2020,Manual,10,Petrol,145.0,50.4,1.0,21495
 Kuga,2018,Manual,9500,Petrol,145.0,45.6,1.5,16297
 Focus,2013,Manual,69420,Petrol,30.0,56.5,1.0,5297
 Fiesta,2018,Manual,13050,Petrol,145.0,65.7,1.0,9350
 Fiesta,2017,Manual,7207,Petrol,145.0,54.3,1.2,8650
 C-MAX,2018,Manual,8147,Petrol,145.0,48.7,1.0,14250
 Focus,2018,Manual,15916,Petrol,145.0,57.7,1.0,12950
 Fiesta,2018,Manual,15253,Petrol,145.0,58.9,1.0,11950
 Fiesta,2018,Manual,6169,Petrol,145.0,64.2,1.1,9850
 Fiesta,2018,Manual,10405,Petrol,145.0,64.2,1.1,9950
 Fiesta,2018,Manual,5789,Petrol,145.0,64.2,1.1,9850
 Fiesta,2018,Manual,17887,Petrol,145.0,64.2,1.1,9997
 Grand C-MAX,2013,Manual,35765,Diesel,125.0,60.1,1.6,6597
 Focus,2017,Manual,32688,Petrol,20.0,61.4,1.0,9497
 Fiesta,2018,Manual,14467,Petrol,145.0,65.7,1.0,11997
 Fiesta,2018,Manual,11224,Petrol,145.0,65.7,1.0,10597
 Focus,2018,Manual,13146,Petrol,145.0,60.1,1.0,11997
 Ka+,2019,Manual,1850,Petrol,145.0,43.5,1.2,10495
 EcoSport,2019,Manual,4220,Petrol,150.0,52.3,1.0,17495
 Focus,2018,Manual,18569,Petrol,150.0,57.7,1.0,12795
 C-MAX,2017,Manual,7256,Petrol,30.0,55.4,1.0,13495
 Focus,2019,Manual,11885,Petrol,150.0,49.6,1.0,17495
 Focus,2019,Manual,11939,Petrol,150.0,49.6,1.0,17495
 Focus,2017,Manual,51643,Petrol,20.0,61.4,1.0,8498
 Focus,2018,Manual,23732,Petrol,145.0,60.1,1.0,13698
 B-MAX,2016,Manual,14853,Diesel,0.0,74.4,1.5,9498
 Fiesta,2018,Manual,7101,Petrol,145.0,64.2,1.1,10397
 Fiesta,2017,Manual,19611,Petrol,0.0,65.7,1.0,9597
 Fiesta,2018,Manual,11148,Petrol,145.0,65.7,1.0,10897
 Focus,2018,Manual,17916,Petrol,145.0,61.4,1.0,10597
 Fiesta,2018,Manual,13647,Petrol,145.0,64.2,1.1,9897
 Fiesta,2018,Manual,17244,Petrol,145.0,58.9,1.0,10897
 Fiesta,2018,Manual,6939,Petrol,145.0,65.7,1.0,11197
 Fiesta,2018,Manual,18220,Petrol,145.0,64.2,1.1,9997
 EcoSport,2018,Manual,16815,Diesel,145.0,68.9,1.5,13697
 Kuga,2018,Manual,3584,Diesel,145.0,47.9,2.0,17997
 Focus,2016,Manual,52570,Diesel,0.0,74.3,1.5,7897
 Fiesta,2017,Manual,24009,Petrol,20.0,62.8,1.0,9697
 Kuga,2017,Manual,22096,Diesel,30.0,64.2,1.5,13697
 Fiesta,2018,Manual,14289,Petrol,145.0,64.2,1.1,9297
 Focus,2018,Manual,9174,Petrol,145.0,57.7,1.0,13897
 Fiesta,2018,Manual,7804,Petrol,145.0,65.7,1.0,10950
 Fiesta,2018,Manual,4527,Petrol,145.0,64.2,1.1,9950
 Fiesta,2017,Manual,17045,Petrol,145.0,65.7,1.0,10625
 Focus,2017,Manual,15267,Petrol,145.0,60.1,1.0,10450
 Fiesta,2017,Manual,18653,Petrol,145.0,65.7,1.0,9650
 Focus,2018,Manual,12655,Petrol,145.0,57.7,1.0,13997
 Fiesta,2018,Manual,14821,Petrol,145.0,64.2,1.1,8950
 Fiesta,2019,Manual,2218,Petrol,145.0,58.9,1.0,13497
 Focus,2017,Manual,10708,Petrol,145.0,60.1,1.0,11997
 Focus,2018,Manual,7066,Petrol,145.0,57.7,1.0,14497
 Ka+,2017,Manual,19701,Petrol,145.0,57.7,1.2,7697
 Focus,2019,Manual,7231,Petrol,145.0,60.1,1.0,15597
 Focus,2016,Manual,19065,Petrol,200.0,41.5,2.0,16597
 EcoSport,2017,Manual,13910,Petrol,145.0,53.3,1.0,10497
 Fiesta,2016,Manual,28095,Petrol,125.0,54.3,1.2,7397
 EcoSport,2018,Manual,13157,Petrol,145.0,51.4,1.0,13997
 Fiesta,2014,Manual,27361,Petrol,0.0,65.7,1.0,6897
 Focus,2018,Manual,4212,Petrol,145.0,57.7,1.0,14497
 Focus,2018,Manual,10901,Petrol,145.0,41.5,2.0,18998
 Kuga,2018,Manual,17185,Diesel,145.0,64.2,1.5,14997
 Fiesta,2015,Semi-Auto,47560,Petrol,145.0,47.9,1.6,7250
 Galaxy,2017,Automatic,28997,Diesel,145.0,52.3,2.0,18425
 Fiesta,2017,Manual,7314,Petrol,145.0,64.2,1.1,9550
 Focus,2019,Manual,6325,Petrol,145.0,60.1,1.0,17325
 Fiesta,2016,Semi-Auto,17970,Petrol,0.0,57.7,1.0,9797
 Fiesta,2019,Manual,14796,Petrol,145.0,56.5,1.0,11950
 Fiesta,2018,Manual,8248,Petrol,145.0,64.2,1.1,9250
 Kuga,2018,Manual,15065,Petrol,145.0,45.6,1.5,16850
 Fiesta,2018,Manual,5643,Petrol,145.0,64.2,1.1,10597
 Focus,2018,Manual,7777,Petrol,145.0,41.5,2.0,18950
 Focus,2018,Manual,5055,Petrol,145.0,57.7,1.0,13150
 Focus,2018,Manual,8781,Petrol,145.0,41.5,2.0,17850
 Fiesta,2017,Manual,17796,Petrol,145.0,65.7,1.0,9750
 Focus,2016,Semi-Auto,15618,Petrol,125.0,51.4,1.0,11625
 Focus,2019,Automatic,5998,Diesel,145.0,64.2,2.0,21925
 Focus,2018,Manual,19338,Petrol,145.0,61.4,1.0,11250
 Focus,2019,Manual,10857,Diesel,145.0,74.3,1.5,17725
 Fiesta,2018,Manual,31925,Petrol,145.0,65.7,1.0,9150
 Ka+,2017,Manual,14371,Petrol,145.0,57.7,1.2,7550
 EcoSport,2018,Semi-Auto,4385,Petrol,145.0,48.7,1.0,15997
 Fiesta,2018,Manual,23421,Petrol,145.0,56.5,1.0,9995
 C-MAX,2013,Manual,15260,Petrol,30.0,55.4,1.0,7295
 Fiesta,2017,Manual,19033,Petrol,145.0,64.2,1.1,8495
 Fiesta,2013,Semi-Auto,50842,Petrol,0.0,57.7,1.0,7092
 Kuga,2018,Semi-Auto,6667,Diesel,150.0,58.9,1.5,18731
 Fiesta,2014,Manual,21512,Petrol,30.0,54.3,1.2,6702
 Fiesta,2018,Manual,3800,Petrol,145.0,55.4,1.0,14536
 Focus,2016,Manual,31500,Diesel,0.0,74.3,1.5,10142
 Ka+,2018,Manual,12405,Petrol,145.0,57.7,1.2,7950
 Fiesta,2018,Manual,11579,Petrol,145.0,65.7,1.0,10450
 Fiesta,2018,Manual,3563,Petrol,145.0,65.7,1.0,10650
 Kuga,2017,Manual,24845,Diesel,145.0,60.1,2.0,15950
 Focus,2017,Manual,29254,Petrol,20.0,60.1,1.0,10450
 Focus,2017,Manual,20266,Petrol,145.0,60.1,1.0,11450
 Focus,2017,Manual,27188,Petrol,145.0,41.5,2.0,17950
 Fiesta,2018,Manual,11602,Petrol,145.0,64.2,1.1,8950
 Kuga,2018,Manual,6924,Diesel,145.0,54.3,1.5,15750
 Fiesta,2018,Manual,13900,Petrol,145.0,65.7,1.0,10950
 Fiesta,2018,Manual,5678,Petrol,145.0,65.7,1.0,10999
 C-MAX,2018,Manual,10844,Petrol,145.0,49.6,1.0,11950
 Focus,2017,Manual,27086,Petrol,20.0,60.1,1.0,10950
 Fiesta,2014,Manual,33042,Petrol,0.0,65.7,1.0,7450
 Fiesta,2018,Manual,23266,Petrol,145.0,65.7,1.0,10450
 Focus,2018,Manual,12690,Petrol,145.0,60.1,1.0,16625
 Kuga,2017,Semi-Auto,14726,Diesel,145.0,54.3,2.0,17925
 Fiesta,2014,Manual,21292,Petrol,30.0,54.3,1.2,6250
 Fiesta,2018,Manual,15950,Petrol,145.0,65.7,1.0,10697
 Focus,2018,Manual,8976,Petrol,145.0,57.7,1.0,13250
 Ka+,2019,Manual,8136,Petrol,145.0,48.7,1.2,9697
 Focus,2017,Manual,49311,Diesel,150.0,74.3,1.5,9551
 EcoSport,2017,Manual,31889,Petrol,150.0,53.3,1.0,9120
 Fiesta,2017,Manual,16965,Petrol,150.0,62.8,1.0,9591
 Fiesta,2017,Manual,20110,Petrol,145.0,47.9,1.6,11951
 EcoSport,2019,Manual,7386,Petrol,145.0,52.3,1.0,15591
 Fiesta,2015,Manual,32948,Petrol,150.0,47.9,1.6,9495
 Focus,2016,Manual,18646,Petrol,200.0,41.5,2.0,15795
 Fiesta,2016,Manual,40126,Petrol,125.0,54.3,1.2,6697
 Focus,2018,Manual,14668,Petrol,145.0,61.4,1.0,11397
 Focus,2017,Manual,20744,Petrol,145.0,60.1,1.0,11697
 Fiesta,2016,Manual,19475,Petrol,20.0,62.8,1.0,10110
 Ka+,2018,Manual,11834,Petrol,145.0,57.7,1.2,7600
 Ka+,2018,Manual,7285,Petrol,145.0,57.7,1.2,7800
 Kuga,2019,Manual,3651,Diesel,145.0,47.9,2.0,20080
 Focus,2019,Manual,2583,Petrol,145.0,51.4,1.5,19950
 Focus,2019,Manual,3591,Petrol,145.0,49.6,1.0,15391
 Kuga,2017,Manual,16654,Diesel,145.0,54.3,2.0,17310
 Focus,2016,Manual,21922,Petrol,125.0,51.4,1.5,11220
 Puma,2020,Manual,2986,Petrol,145.0,50.4,1.0,20890
 Fiesta,2015,Manual,50116,Petrol,0.0,65.7,1.0,6541
 Focus,2014,Manual,37396,Petrol,30.0,56.5,1.0,6997
 Focus,2019,Manual,1310,Petrol,145.0,58.9,1.0,15497
 B-MAX,2016,Manual,13481,Petrol,30.0,55.4,1.0,8997
 Focus,2016,Manual,35199,Petrol,20.0,60.1,1.0,9897
 Fiesta,2017,Manual,20445,Petrol,145.0,62.8,1.0,10497
 Fiesta,2019,Semi-Auto,3134,Petrol,145.0,48.7,1.0,13997
 KA,2016,Manual,16690,Petrol,30.0,57.7,1.2,5497
 Fiesta,2017,Manual,23143,Petrol,145.0,65.7,1.0,9997
 Kuga,2017,Semi-Auto,23489,Diesel,145.0,54.3,2.0,17397
 Fiesta,2017,Manual,6698,Petrol,145.0,65.7,1.0,10497
 Kuga,2019,Manual,10967,Diesel,145.0,45.6,1.5,16698
 Focus,2016,Manual,26023,Diesel,20.0,67.3,2.0,15998
 Kuga,2016,Manual,54153,Diesel,125.0,60.1,2.0,9998
 Kuga,2019,Manual,537,Petrol,150.0,39.2,1.5,19998
 Kuga,2019,Manual,13346,Diesel,150.0,37.7,2.0,21290
 Focus,2016,Manual,57477,Diesel,0.0,74.3,1.5,9059
 Focus,2019,Manual,7562,Petrol,145.0,60.1,1.0,17520
 Kuga,2015,Semi-Auto,49711,Diesel,145.0,52.3,2.0,13660
 Fiesta,2018,Manual,24813,Petrol,145.0,56.5,1.0,11000
 Fiesta,2019,Manual,2356,Petrol,145.0,48.7,1.1,13140
 Kuga,2016,Manual,63741,Diesel,125.0,60.1,2.0,12091
 Focus,2019,Manual,1011,Petrol,145.0,60.1,1.0,21972
 Focus,2019,Manual,4753,Petrol,145.0,60.1,1.0,19000
 Focus,2019,Manual,3400,Petrol,145.0,60.1,1.0,19000
 Fiesta,2017,Manual,7238,Petrol,0.0,65.7,1.0,9780
 Ka+,2017,Manual,4308,Petrol,145.0,57.7,1.2,7500
 Fiesta,2017,Manual,23065,Petrol,145.0,65.7,1.0,10481
 Ka+,2018,Manual,18653,Petrol,145.0,54.3,1.2,8421
 Focus,2019,Manual,5372,Diesel,145.0,74.3,1.5,15780
 EcoSport,2018,Manual,14453,Petrol,145.0,54.3,1.0,11660
 Fiesta,2018,Manual,6499,Petrol,145.0,64.2,1.1,10597
 Fiesta,2016,Manual,9855,Petrol,0.0,65.7,1.0,9850
 Ka+,2018,Manual,12401,Petrol,145.0,57.7,1.2,7850
 Kuga,2019,Manual,5891,Diesel,145.0,37.7,2.0,25925
 Fiesta,2017,Manual,14126,Petrol,145.0,64.2,1.1,9450
 Kuga,2017,Manual,18258,Diesel,145.0,64.2,1.5,16350
 Kuga,2015,Manual,44325,Diesel,125.0,60.1,2.0,9950
 Kuga,2017,Manual,15939,Diesel,145.0,54.3,2.0,15550
 Fiesta,2015,Manual,20028,Petrol,145.0,47.9,1.6,10250
 Fiesta,2017,Manual,13281,Petrol,145.0,65.7,1.0,9750
 Fiesta,2017,Manual,19130,Petrol,150.0,65.7,1.0,10498
 EcoSport,2015,Manual,24125,Petrol,125.0,52.3,1.0,8298
 Grand C-MAX,2017,Manual,27070,Diesel,150.0,64.2,1.5,11498
 B-MAX,2015,Semi-Auto,33440,Petrol,165.0,44.1,1.6,7598
 Fiesta,2016,Manual,38052,Diesel,0.0,78.5,1.5,6998
 Mondeo,2017,Manual,59787,Diesel,150.0,78.5,1.5,9598
 Fiesta,2017,Manual,10673,Petrol,125.0,54.3,1.2,8998
 Fiesta,2019,Manual,8156,Petrol,145.0,58.9,1.0,13998
 Fiesta,2015,Manual,25409,Petrol,125.0,54.3,1.2,6698
 Fiesta,2016,Manual,11805,Petrol,0.0,65.7,1.0,10798
 Fiesta,2019,Manual,3428,Petrol,150.0,40.3,1.5,16995
 Fiesta,2018,Manual,31250,Petrol,150.0,65.7,1.0,9995
 EcoSport,2019,Manual,12402,Petrol,150.0,54.3,1.0,14390
 Kuga,2014,Manual,37515,Diesel,150.0,53.3,2.0,8990
 Kuga,2017,Manual,23969,Diesel,150.0,64.2,1.5,13890
 Grand C-MAX,2017,Manual,17897,Petrol,30.0,54.3,1.0,11498
 Mondeo,2018,Automatic,25950,Petrol,150.0,44.8,1.5,15498
 Fiesta,2018,Manual,9578,Petrol,150.0,55.4,1.1,10498
 Kuga,2014,Manual,48694,Diesel,145.0,53.3,2.0,9498
 Focus,2015,Manual,33539,Diesel,0.0,74.3,1.5,8798
 Focus,2019,Manual,12739,Petrol,145.0,58.9,1.0,14498
 Focus,2018,Manual,20145,Petrol,145.0,41.5,2.0,18998
 Kuga,2019,Manual,9102,Petrol,145.0,39.2,1.5,19498
 Kuga,2016,Manual,15782,Diesel,30.0,64.2,1.5,13998
 Focus,2014,Manual,62125,Diesel,20.0,67.3,1.6,7298
 B-MAX,2013,Semi-Auto,16736,Petrol,165.0,44.1,1.6,6998
 EcoSport,2018,Manual,7016,Petrol,150.0,53.3,1.0,13995
 Galaxy,2017,Manual,20999,Diesel,125.0,56.5,2.0,19995
 Fiesta,2016,Manual,11969,Petrol,125.0,54.3,1.2,6995
 C-MAX,2017,Manual,13142,Petrol,145.0,55.4,1.0,10495
 Fiesta,2019,Manual,13034,Petrol,145.0,58.9,1.0,12495
 Mondeo,2016,Automatic,42165,Hybrid,0.0,67.3,2.0,12995
 Kuga,2019,Manual,3100,Diesel,145.0,36.7,2.0,20395
 Edge,2018,Manual,17478,Diesel,145.0,48.7,2.0,20995
 B-MAX,2017,Manual,22649,Petrol,30.0,55.4,1.0,8995
 Fiesta,2017,Manual,27796,Petrol,145.0,54.3,1.2,7897
 Focus,2018,Manual,11148,Petrol,145.0,57.7,1.0,13597
 Focus,2015,Manual,39588,Diesel,0.0,74.3,1.5,8497
 Kuga,2018,Manual,12232,Diesel,145.0,54.3,1.5,15397
 C-MAX,2017,Manual,22870,Diesel,20.0,68.9,1.5,10697
 Kuga,2019,Manual,9036,Petrol,145.0,39.2,1.5,18997
 Fiesta,2017,Manual,21143,Petrol,145.0,65.7,1.0,9297
 Kuga,2019,Manual,7342,Petrol,145.0,34.4,1.5,17997
 Fiesta,2017,Manual,16812,Petrol,145.0,64.2,1.1,9050
 B-MAX,2014,Manual,9181,Petrol,30.0,55.4,1.0,7998
 Fiesta,2015,Manual,21074,Petrol,0.0,65.7,1.0,7498
 Fiesta,2019,Manual,11445,Petrol,145.0,58.9,1.0,12498
 Fiesta,2015,Manual,24305,Petrol,20.0,62.8,1.0,8798
 Focus,2017,Manual,32160,Petrol,20.0,60.1,1.0,9798
 Fiesta,2018,Manual,16639,Petrol,145.0,64.2,1.1,9000
 S-MAX,2016,Manual,33777,Diesel,125.0,56.5,2.0,17490
 Focus,2015,Manual,27792,Petrol,20.0,61.4,1.0,7990
 Fiesta,2015,Manual,29174,Petrol,0.0,65.7,1.0,8290
 Fiesta,2017,Manual,14301,Petrol,125.0,54.3,1.2,9498
 Focus,2017,Manual,7426,Petrol,20.0,60.1,1.0,10998
 Focus,2018,Manual,16210,Diesel,145.0,80.7,1.5,14495
 Kuga,2019,Manual,878,Petrol,145.0,39.2,1.5,25925
 Focus,2017,Manual,16001,Diesel,145.0,67.3,2.0,17998
 Fiesta,2016,Manual,24859,Petrol,0.0,65.7,1.0,8998
 Mondeo,2016,Semi-Auto,37154,Diesel,125.0,58.9,2.0,11998
 Focus,2016,Manual,41157,Petrol,205.0,41.5,2.0,14998
 Focus,2016,Manual,44106,Diesel,20.0,67.3,2.0,13498
 Kuga,2018,Manual,14232,Petrol,145.0,45.6,1.5,18298
 Fiesta,2016,Manual,25411,Petrol,125.0,54.3,1.2,7698
 Kuga,2017,Manual,36858,Diesel,150.0,60.1,2.0,13890
 Focus,2015,Manual,43919,Petrol,20.0,61.4,1.0,7600
 Focus,2017,Manual,30261,Diesel,0.0,74.3,1.5,10390
 B-MAX,2017,Manual,13890,Petrol,30.0,57.7,1.0,10990
 Kuga,2018,Manual,18416,Diesel,145.0,60.1,2.0,16995
 Ka+,2018,Manual,3136,Petrol,145.0,47.9,1.2,9495
 Kuga,2019,Semi-Auto,3357,Diesel,145.0,42.2,2.0,23850
 Focus,2019,Automatic,11834,Diesel,145.0,64.2,2.0,17890
 B-MAX,2017,Semi-Auto,7669,Petrol,160.0,44.1,1.6,9660
 Galaxy,2017,Semi-Auto,32582,Diesel,145.0,52.3,2.0,17720
 Focus,2013,Manual,24433,Diesel,20.0,67.3,1.6,6921
 Focus,2019,Manual,2798,Petrol,145.0,60.1,1.0,17520
 Focus,2019,Manual,4792,Petrol,145.0,60.1,1.0,17520
 Focus,2019,Manual,6871,Petrol,145.0,60.1,1.0,17520
 C-MAX,2016,Manual,36303,Petrol,30.0,55.4,1.0,9160
 EcoSport,2018,Manual,14067,Petrol,145.0,54.3,1.0,15290
 Fiesta,2018,Manual,14504,Petrol,145.0,64.2,1.1,9995
 Fiesta,2016,Manual,15282,Petrol,125.0,54.3,1.2,8290
 Fiesta,2018,Manual,16405,Petrol,145.0,65.7,1.0,10995
 Kuga,2019,Manual,10974,Diesel,145.0,38.2,2.0,17500
 Kuga,2018,Automatic,26973,Diesel,145.0,54.3,2.0,16500
 EcoSport,2016,Semi-Auto,28533,Petrol,160.0,44.8,1.5,9700
 B-MAX,2017,Semi-Auto,34961,Petrol,160.0,44.1,1.6,9300
 Fiesta,2015,Manual,27095,Petrol,0.0,65.7,1.0,8700
 Kuga,2017,Manual,38535,Diesel,145.0,54.3,2.0,14500
 Fiesta,2014,Semi-Auto,31604,Petrol,145.0,47.9,1.6,7800
